"ID";"Leefomgeving";"Persoonskenmerken";"Perioden";"NietZoGelukkig_1";"Gelukkig_2";"NietZoTevredenMetHetLeven_3";"TevredenMetHetLeven_4"
"372";"18950";"12600";"2005JJ00";"      10";"      90";"      10";"      90"
"373";"18950";"12600";"2006JJ00";"      11";"      89";"      13";"      87"
"374";"18950";"12600";"2007JJ00";"       9";"      91";"      10";"      90"
"375";"18950";"12600";"2008JJ00";"      10";"      90";"      11";"      89"
"376";"18950";"12600";"2009JJ00";"       9";"      91";"      11";"      89"
"377";"18950";"12600";"2010XX00";"      10";"      90";"      10";"      90"
"378";"18950";"12600";"2010JJ00";"      14";"      86";"      14";"      86"
"379";"18950";"12600";"2012JJ00";"      14";"      86";"      12";"      88"
"380";"18950";"12650";"2003JJ00";"      15";"      85";"      15";"      85"
"381";"18950";"12650";"2004JJ00";"      15";"      85";"      17";"      83"
"382";"18950";"12650";"2005JJ00";"      15";"      85";"       9";"      91"
"383";"18950";"12650";"2006JJ00";"      12";"      88";"      12";"      88"
"384";"18950";"12650";"2007JJ00";"      12";"      88";"      11";"      89"
"385";"18950";"12650";"2008JJ00";"      16";"      84";"      13";"      87"
"386";"18950";"12650";"2009JJ00";"      11";"      89";"      16";"      84"
"387";"18950";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"388";"18950";"12650";"2010JJ00";"       .";"       .";"       .";"       ."
"389";"18950";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"390";"18950";"13000";"2003JJ00";"      24";"      76";"      23";"      77"
"391";"18950";"13000";"2004JJ00";"      25";"      75";"      26";"      74"
"392";"18950";"13000";"2005JJ00";"       .";"       .";"       .";"       ."
"393";"18950";"13000";"2006JJ00";"       .";"       .";"       .";"       ."
"394";"18950";"13000";"2007JJ00";"       .";"       .";"       .";"       ."
"395";"18950";"13000";"2008JJ00";"       .";"       .";"       .";"       ."
"396";"18950";"13000";"2009JJ00";"       .";"       .";"       .";"       ."
"397";"18950";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"398";"18950";"13000";"2010JJ00";"       .";"       .";"       .";"       ."
"399";"18950";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"400";"19000";"10001";"2003JJ00";"      10";"      90";"      11";"      89"
"401";"19000";"10001";"2004JJ00";"      10";"      90";"      11";"      89"
"402";"19000";"10001";"2005JJ00";"      11";"      89";"      12";"      88"
"403";"19000";"10001";"2006JJ00";"      10";"      90";"      11";"      89"
"404";"19000";"10001";"2007JJ00";"      10";"      90";"      13";"      87"
"405";"19000";"10001";"2008JJ00";"       9";"      91";"      10";"      90"
"406";"19000";"10001";"2009JJ00";"      10";"      90";"       9";"      91"
"407";"19000";"10001";"2010XX00";"      10";"      90";"      10";"      90"
"408";"19000";"10001";"2010JJ00";"      14";"      86";"      13";"      87"
"409";"19000";"10001";"2012JJ00";"      15";"      85";"      17";"      83"
"410";"19000";"15400";"2003JJ00";"      10";"      90";"      10";"      90"
"411";"19000";"15400";"2004JJ00";"       9";"      91";"       9";"      91"
"412";"19000";"15400";"2005JJ00";"      11";"      89";"      12";"      88"
"413";"19000";"15400";"2006JJ00";"       9";"      91";"      10";"      90"
"414";"19000";"15400";"2007JJ00";"       9";"      91";"      12";"      88"
"415";"19000";"15400";"2008JJ00";"       8";"      92";"       8";"      92"
"416";"19000";"15400";"2009JJ00";"       8";"      92";"      10";"      90"
"417";"19000";"15400";"2010XX00";"       9";"      91";"       9";"      91"
"418";"19000";"15400";"2010JJ00";"      12";"      88";"      12";"      88"
"419";"19000";"15400";"2012JJ00";"      16";"      84";"      17";"      83"
"420";"19000";"15450";"2003JJ00";"      10";"      90";"      11";"      89"
"421";"19000";"15450";"2004JJ00";"      12";"      88";"      12";"      88"
"422";"19000";"15450";"2005JJ00";"      12";"      88";"      12";"      88"
"423";"19000";"15450";"2006JJ00";"      11";"      89";"      11";"      89"
"424";"19000";"15450";"2007JJ00";"      12";"      88";"      14";"      86"
"425";"19000";"15450";"2008JJ00";"      10";"      90";"      12";"      88"
"426";"19000";"15450";"2009JJ00";"      11";"      89";"       9";"      91"
"427";"19000";"15450";"2010XX00";"      10";"      90";"      11";"      89"
"428";"19000";"15450";"2010JJ00";"      17";"      83";"      15";"      85"
"429";"19000";"15450";"2012JJ00";"      13";"      87";"      16";"      84"
"430";"19000";"53110";"2003JJ00";"       7";"      93";"       9";"      91"
"431";"19000";"53110";"2004JJ00";"       8";"      92";"      10";"      90"
"432";"19000";"53110";"2005JJ00";"       7";"      93";"      10";"      90"
"433";"19000";"53110";"2006JJ00";"       5";"      95";"       9";"      91"
"434";"19000";"53110";"2007JJ00";"       8";"      92";"      12";"      88"
"435";"19000";"53110";"2008JJ00";"       5";"      95";"       8";"      92"
"436";"19000";"53110";"2009JJ00";"       6";"      94";"       8";"      92"
"437";"19000";"53110";"2010XX00";"      12";"      88";"       9";"      91"
"438";"19000";"53110";"2010JJ00";"      12";"      88";"      12";"      88"
"439";"19000";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"440";"19000";"53705";"2003JJ00";"       9";"      91";"      12";"      88"
"441";"19000";"53705";"2004JJ00";"       9";"      91";"      10";"      90"
"442";"19000";"53705";"2005JJ00";"       9";"      91";"      12";"      88"
"443";"19000";"53705";"2006JJ00";"      11";"      89";"      10";"      90"
"444";"19000";"53705";"2007JJ00";"       9";"      91";"      15";"      85"
"445";"19000";"53705";"2008JJ00";"       9";"      91";"      10";"      90"
"446";"19000";"53705";"2009JJ00";"      10";"      90";"      12";"      88"
"447";"19000";"53705";"2010XX00";"       6";"      94";"      11";"      89"
"448";"19000";"53705";"2010JJ00";"      14";"      86";"      14";"      86"
"449";"19000";"53705";"2012JJ00";"      14";"      86";"      18";"      82"
"450";"19000";"53850";"2003JJ00";"      12";"      88";"      11";"      89"
"451";"19000";"53850";"2004JJ00";"      11";"      89";"      11";"      89"
"452";"19000";"53850";"2005JJ00";"      13";"      87";"      14";"      86"
"453";"19000";"53850";"2006JJ00";"      12";"      88";"      12";"      88"
"454";"19000";"53850";"2007JJ00";"      12";"      88";"      12";"      88"
"455";"19000";"53850";"2008JJ00";"      11";"      89";"      12";"      88"
"456";"19000";"53850";"2009JJ00";"      10";"      90";"       8";"      92"
"457";"19000";"53850";"2010XX00";"       8";"      92";"      10";"      90"
"458";"19000";"53850";"2010JJ00";"      14";"      86";"      14";"      86"
"459";"19000";"53850";"2012JJ00";"      18";"      82";"      19";"      81"
"460";"19000";"15700";"2003JJ00";"      15";"      85";"      11";"      89"
"461";"19000";"15700";"2004JJ00";"      15";"      85";"      13";"      87"
"462";"19000";"15700";"2005JJ00";"      18";"      82";"      13";"      87"
"463";"19000";"15700";"2006JJ00";"      13";"      87";"      11";"      89"
"464";"19000";"15700";"2007JJ00";"      12";"      88";"      13";"      87"
"465";"19000";"15700";"2008JJ00";"      13";"      87";"       9";"      91"
"466";"19000";"15700";"2009JJ00";"      14";"      86";"      10";"      90"
"467";"19000";"15700";"2010XX00";"      16";"      84";"       9";"      91"
"468";"19000";"15700";"2010JJ00";"      19";"      81";"      12";"      88"
"469";"19000";"15700";"2012JJ00";"       .";"       .";"      17";"      83"
"470";"19000";"12600";"2003JJ00";"       9";"      91";"      10";"      90"
"471";"19000";"12600";"2004JJ00";"       9";"      91";"      10";"      90"
"472";"19000";"12600";"2005JJ00";"      11";"      89";"      12";"      88"
"473";"19000";"12600";"2006JJ00";"       9";"      91";"       9";"      91"
"474";"19000";"12600";"2007JJ00";"      10";"      90";"      12";"      88"
"475";"19000";"12600";"2008JJ00";"       8";"      92";"       8";"      92"
"476";"19000";"12600";"2009JJ00";"      10";"      90";"       9";"      91"
"477";"19000";"12600";"2010XX00";"       9";"      91";"      10";"      90"
"478";"19000";"12600";"2010JJ00";"      14";"      86";"      13";"      87"
"479";"19000";"12600";"2012JJ00";"      15";"      85";"      16";"      84"
"480";"19000";"12650";"2003JJ00";"      14";"      86";"      13";"      87"
"481";"19000";"12650";"2004JJ00";"      15";"      85";"      12";"      88"
"482";"19000";"12650";"2005JJ00";"      16";"      84";"      15";"      85"
"483";"19000";"12650";"2006JJ00";"      17";"      83";"      20";"      80"
"484";"19000";"12650";"2007JJ00";"       .";"       .";"       .";"       ."
"485";"19000";"12650";"2008JJ00";"      14";"      86";"      15";"      85"
"486";"19000";"12650";"2009JJ00";"       7";"      93";"      14";"      86"
"487";"19000";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"488";"19000";"12650";"2010JJ00";"       .";"       .";"       .";"       ."
"489";"19000";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"490";"19000";"13000";"2003JJ00";"      23";"      77";"      18";"      82"
"491";"19000";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"492";"19000";"13000";"2005JJ00";"       .";"       .";"       .";"       ."
"493";"19000";"13000";"2006JJ00";"       .";"       .";"       .";"       ."
"494";"19000";"13000";"2007JJ00";"       .";"       .";"       .";"       ."
"495";"19000";"13000";"2008JJ00";"       .";"       .";"       .";"       ."
"496";"19000";"13000";"2009JJ00";"       .";"       .";"       .";"       ."
"497";"19000";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"498";"19000";"13000";"2010JJ00";"       .";"       .";"       .";"       ."
"499";"19000";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
"500";"19050";"10001";"2003JJ00";"      10";"      90";"      10";"      90"
"501";"19050";"10001";"2004JJ00";"       9";"      91";"      11";"      89"
"502";"19050";"10001";"2005JJ00";"      10";"      90";"      10";"      90"
"503";"19050";"10001";"2006JJ00";"       9";"      91";"      10";"      90"
"504";"19050";"10001";"2007JJ00";"      10";"      90";"      10";"      90"
"505";"19050";"10001";"2008JJ00";"       9";"      91";"       8";"      92"
"506";"19050";"10001";"2009JJ00";"       9";"      91";"      10";"      90"
"507";"19050";"10001";"2010XX00";"      13";"      87";"      13";"      87"
"508";"19050";"10001";"2010JJ00";"      16";"      84";"      15";"      85"
"509";"19050";"10001";"2012JJ00";"      15";"      85";"      13";"      87"
"510";"19050";"15400";"2003JJ00";"       9";"      91";"       9";"      91"
"511";"19050";"15400";"2004JJ00";"       8";"      92";"      10";"      90"
"512";"19050";"15400";"2005JJ00";"      10";"      90";"      11";"      89"
"513";"19050";"15400";"2006JJ00";"       7";"      93";"      10";"      90"
"514";"19050";"15400";"2007JJ00";"      10";"      90";"      11";"      89"
"515";"19050";"15400";"2008JJ00";"       9";"      91";"       9";"      91"
"516";"19050";"15400";"2009JJ00";"       8";"      92";"      10";"      90"
"517";"19050";"15400";"2010XX00";"      11";"      89";"      15";"      85"
"518";"19050";"15400";"2010JJ00";"      13";"      87";"      14";"      86"
"519";"19050";"15400";"2012JJ00";"      14";"      86";"      13";"      87"
"520";"19050";"15450";"2003JJ00";"      10";"      90";"      10";"      90"
"521";"19050";"15450";"2004JJ00";"      10";"      90";"      11";"      89"
"522";"19050";"15450";"2005JJ00";"      10";"      90";"       9";"      91"
"523";"19050";"15450";"2006JJ00";"      11";"      89";"      11";"      89"
"524";"19050";"15450";"2007JJ00";"      10";"      90";"      10";"      90"
"525";"19050";"15450";"2008JJ00";"       8";"      92";"       8";"      92"
"526";"19050";"15450";"2009JJ00";"      10";"      90";"      10";"      90"
"527";"19050";"15450";"2010XX00";"      14";"      86";"      12";"      88"
"528";"19050";"15450";"2010JJ00";"      19";"      81";"      16";"      84"
"529";"19050";"15450";"2012JJ00";"      16";"      84";"      14";"      86"
"530";"19050";"53110";"2003JJ00";"       6";"      94";"       8";"      92"
"531";"19050";"53110";"2004JJ00";"       8";"      92";"      10";"      90"
"532";"19050";"53110";"2005JJ00";"       8";"      92";"      13";"      87"
"533";"19050";"53110";"2006JJ00";"       6";"      94";"       8";"      92"
"534";"19050";"53110";"2007JJ00";"       6";"      94";"       8";"      92"
"535";"19050";"53110";"2008JJ00";"       3";"      97";"       4";"      96"
"536";"19050";"53110";"2009JJ00";"       5";"      95";"       7";"      93"
"537";"19050";"53110";"2010XX00";"       .";"       .";"       .";"       ."
"538";"19050";"53110";"2010JJ00";"       .";"       .";"       .";"       ."
"539";"19050";"53110";"2012JJ00";"       .";"       .";"       .";"       ."
"540";"19050";"53705";"2003JJ00";"       7";"      93";"       9";"      91"
"541";"19050";"53705";"2004JJ00";"       7";"      93";"      11";"      89"
"542";"19050";"53705";"2005JJ00";"       9";"      91";"       8";"      92"
"543";"19050";"53705";"2006JJ00";"       9";"      91";"       8";"      92"
"544";"19050";"53705";"2007JJ00";"       8";"      92";"      10";"      90"
"545";"19050";"53705";"2008JJ00";"       8";"      92";"      11";"      89"
"546";"19050";"53705";"2009JJ00";"       8";"      92";"      13";"      87"
"547";"19050";"53705";"2010XX00";"       .";"       .";"       .";"       ."
"548";"19050";"53705";"2010JJ00";"      15";"      85";"      16";"      84"
"549";"19050";"53705";"2012JJ00";"       .";"       .";"       .";"       ."
"550";"19050";"53850";"2003JJ00";"       9";"      91";"      11";"      89"
"551";"19050";"53850";"2004JJ00";"      10";"      90";"      10";"      90"
"552";"19050";"53850";"2005JJ00";"      13";"      87";"      12";"      88"
"553";"19050";"53850";"2006JJ00";"       8";"      92";"      11";"      89"
"554";"19050";"53850";"2007JJ00";"      13";"      87";"      12";"      88"
"555";"19050";"53850";"2008JJ00";"      12";"      88";"       9";"      91"
"556";"19050";"53850";"2009JJ00";"       8";"      92";"       7";"      93"
"557";"19050";"53850";"2010XX00";"       .";"       .";"       .";"       ."
"558";"19050";"53850";"2010JJ00";"      19";"      81";"      17";"      83"
"559";"19050";"53850";"2012JJ00";"       .";"       .";"       .";"       ."
"560";"19050";"15700";"2003JJ00";"      20";"      80";"      12";"      88"
"561";"19050";"15700";"2004JJ00";"      15";"      85";"      11";"      89"
"562";"19050";"15700";"2005JJ00";"      12";"      88";"       7";"      93"
"563";"19050";"15700";"2006JJ00";"      14";"      86";"      17";"      83"
"564";"19050";"15700";"2007JJ00";"      15";"      85";"      10";"      90"
"565";"19050";"15700";"2008JJ00";"      12";"      88";"       9";"      91"
"566";"19050";"15700";"2009JJ00";"      15";"      85";"      12";"      88"
"567";"19050";"15700";"2010XX00";"       .";"       .";"       .";"       ."
"568";"19050";"15700";"2010JJ00";"       .";"       .";"       .";"       ."
"569";"19050";"15700";"2012JJ00";"       .";"       .";"       .";"       ."
"570";"19050";"12600";"2003JJ00";"       9";"      91";"       9";"      91"
"571";"19050";"12600";"2004JJ00";"       9";"      91";"      10";"      90"
"572";"19050";"12600";"2005JJ00";"       9";"      91";"      10";"      90"
"573";"19050";"12600";"2006JJ00";"       9";"      91";"      10";"      90"
"574";"19050";"12600";"2007JJ00";"      10";"      90";"      10";"      90"
"575";"19050";"12600";"2008JJ00";"       8";"      92";"       8";"      92"
"576";"19050";"12600";"2009JJ00";"       8";"      92";"       9";"      91"
"577";"19050";"12600";"2010XX00";"      13";"      87";"      14";"      86"
"578";"19050";"12600";"2010JJ00";"      16";"      84";"      15";"      85"
"579";"19050";"12600";"2012JJ00";"      15";"      85";"      13";"      87"
"580";"19050";"12650";"2003JJ00";"      16";"      84";"      12";"      88"
"581";"19050";"12650";"2004JJ00";"       9";"      91";"      13";"      87"
"582";"19050";"12650";"2005JJ00";"       .";"       .";"       .";"       ."
"583";"19050";"12650";"2006JJ00";"       .";"       .";"       .";"       ."
"584";"19050";"12650";"2007JJ00";"       .";"       .";"       .";"       ."
"585";"19050";"12650";"2008JJ00";"       .";"       .";"       .";"       ."
"586";"19050";"12650";"2009JJ00";"       .";"       .";"       .";"       ."
"587";"19050";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"588";"19050";"12650";"2010JJ00";"       .";"       .";"       .";"       ."
"589";"19050";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"590";"19050";"13000";"2003JJ00";"       .";"       .";"       .";"       ."
"591";"19050";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"592";"19050";"13000";"2005JJ00";"       .";"       .";"       .";"       ."
"593";"19050";"13000";"2006JJ00";"       .";"       .";"       .";"       ."
"594";"19050";"13000";"2007JJ00";"       .";"       .";"       .";"       ."
"595";"19050";"13000";"2008JJ00";"       .";"       .";"       .";"       ."
"596";"19050";"13000";"2009JJ00";"       .";"       .";"       .";"       ."
"597";"19050";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"598";"19050";"13000";"2010JJ00";"       .";"       .";"       .";"       ."
"599";"19050";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
