"ID";"EconomischeRisicoS";"Persoonskenmerken";"Perioden";"NietZoGelukkig_1";"Gelukkig_2";"NietZoTevredenMetHetLeven_3";"TevredenMetHetLeven_4"
"761";" 3456";"15700";"2004JJ00";"       .";"       .";"       .";"       ."
"762";" 3456";"15700";"2005JJ00";"       .";"       .";"       .";"       ."
"763";" 3456";"15700";"2006JJ00";"       .";"       .";"       .";"       ."
"764";" 3456";"15700";"2007JJ00";"       .";"       .";"       .";"       ."
"765";" 3456";"15700";"2008JJ00";"       .";"       .";"       .";"       ."
"766";" 3456";"15700";"2009JJ00";"       .";"       .";"       .";"       ."
"767";" 3456";"15700";"2010XX00";"       .";"       .";"       .";"       ."
"768";" 3456";"15700";"2010JJ00";"       .";"       .";"       .";"       ."
"769";" 3456";"15700";"2012JJ00";"       .";"       .";"       .";"       ."
"770";" 3456";"12600";"2003JJ00";"      10";"      90";"      12";"      88"
"771";" 3456";"12600";"2004JJ00";"       9";"      91";"      11";"      89"
"772";" 3456";"12600";"2005JJ00";"       8";"      92";"      10";"      90"
"773";" 3456";"12600";"2006JJ00";"       6";"      94";"       9";"      91"
"774";" 3456";"12600";"2007JJ00";"       8";"      92";"      14";"      86"
"775";" 3456";"12600";"2008JJ00";"       6";"      94";"      10";"      90"
"776";" 3456";"12600";"2009JJ00";"       .";"       .";"       .";"       ."
"777";" 3456";"12600";"2010XX00";"       3";"      97";"       7";"      93"
"778";" 3456";"12600";"2010JJ00";"      18";"      82";"      16";"      84"
"779";" 3456";"12600";"2012JJ00";"       .";"       .";"       .";"       ."
"780";" 3456";"12650";"2003JJ00";"       .";"       .";"       .";"       ."
"781";" 3456";"12650";"2004JJ00";"       .";"       .";"       .";"       ."
"782";" 3456";"12650";"2005JJ00";"       .";"       .";"       .";"       ."
"783";" 3456";"12650";"2006JJ00";"       .";"       .";"       .";"       ."
"784";" 3456";"12650";"2007JJ00";"       .";"       .";"       .";"       ."
"785";" 3456";"12650";"2008JJ00";"       .";"       .";"       .";"       ."
"786";" 3456";"12650";"2009JJ00";"       .";"       .";"       .";"       ."
"787";" 3456";"12650";"2010XX00";"       .";"       .";"       .";"       ."
"788";" 3456";"12650";"2010JJ00";"       .";"       .";"       .";"       ."
"789";" 3456";"12650";"2012JJ00";"       .";"       .";"       .";"       ."
"790";" 3456";"13000";"2003JJ00";"      31";"      69";"      21";"      79"
"791";" 3456";"13000";"2004JJ00";"       .";"       .";"       .";"       ."
"792";" 3456";"13000";"2005JJ00";"       .";"       .";"       .";"       ."
"793";" 3456";"13000";"2006JJ00";"       .";"       .";"       .";"       ."
"794";" 3456";"13000";"2007JJ00";"       .";"       .";"       .";"       ."
"795";" 3456";"13000";"2008JJ00";"       .";"       .";"       .";"       ."
"796";" 3456";"13000";"2009JJ00";"       .";"       .";"       .";"       ."
"797";" 3456";"13000";"2010XX00";"       .";"       .";"       .";"       ."
"798";" 3456";"13000";"2010JJ00";"       .";"       .";"       .";"       ."
"799";" 3456";"13000";"2012JJ00";"       .";"       .";"       .";"       ."
